"name","code","unit","category","brand","vendor","image_url","quantity","is_active","created_by","created_at","updated_at"
"CRYSTAL GEL","2141","KG","NON PVC O/B","GRAFCO","null","null","0","True","Sreeram","2026-03-08T14:57:16.295580","2026-03-08T14:57:16.295584"
"NEW JELLY","2142","KG","NON PVC O/B","GRAFCO","null","null","0","True","Sreeram","2026-03-08T14:57:16.295649","2026-03-08T14:57:16.295652"
"FL. PINK","2143","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.295719","2026-03-08T14:57:16.295723"
"FL. ORANGE","2144","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.295796","2026-03-08T14:57:16.295799"
"FL. MAJENTHA","2145","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.295863","2026-03-08T14:57:16.295866"
"FL. GREEN","2146","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.295907","2026-03-08T14:57:16.295909"
"FL. YELLOW","2147","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.295946","2026-03-08T14:57:16.295948"
"FL. VIOLET","2148","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.295983","2026-03-08T14:57:16.295985"
"FL. ROYAL BLUE","2149","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296019","2026-03-08T14:57:16.296021"
"FL. PEACOCK BLUE","2150","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296055","2026-03-08T14:57:16.296057"
"FL. RED","2151","KG","W/B","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296090","2026-03-08T14:57:16.296092"
"FOIL PAPER","2152","MTR","PRINTING ADD ON","CROWN","null","null","0","True","Sreeram","2026-03-08T14:57:16.296124","2026-03-08T14:57:16.296126"
"FOIL PAPER","2153","MTR","PRINTING ADD ON","ARROW MARK","null","null","0","True","Sreeram","2026-03-08T14:57:16.296160","2026-03-08T14:57:16.296162"
"FOIL PAPER","2154","MTR","PRINTING ADD ON","BUDS","null","null","0","True","Sreeram","2026-03-08T14:57:16.296196","2026-03-08T14:57:16.296198"
"FOIL PAPER","2155","MTR","PRINTING ADD ON","CHINA FOIL","null","null","0","True","Sreeram","2026-03-08T14:57:16.296229","2026-03-08T14:57:16.296231"
"TRANSFER PAPER 100 GSM","2156","KG","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296262","2026-03-08T14:57:16.296264"
"TRANSFER PAPER 90 GSM","2157","KG","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296296","2026-03-08T14:57:16.296298"
"TRANSFER PAPER 80 GSM","2158","KG","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296345","2026-03-08T14:57:16.296348"
"TRANSFER PAPER 70 GSM","2159","KG","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296401","2026-03-08T14:57:16.296404"
"REFLECTIVE SHEET","2160","MTR","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296457","2026-03-08T14:57:16.296460"
"OFFSET PAPER","2161","MTR","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296510","2026-03-08T14:57:16.296513"
"HEAT TRANSFER FILM","2162","MTR","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296570","2026-03-08T14:57:16.296573"
"DTF FILM ROLL","2163","MTR","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296625","2026-03-08T14:57:16.296629"
"VINYL","2164","MTR","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296680","2026-03-08T14:57:16.296682"
"REFLECTIVE CLEAR SHEET","2165","MTR","STICKER","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296717","2026-03-08T14:57:16.296719"
"GLOVES SPL (GREEN)","2166","PCS","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296766","2026-03-08T14:57:16.296769"
"CURING GLOVES","2167","PCS","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296823","2026-03-08T14:57:16.296826"
"GLOVES (YELLOW 18"")","2168","PCS","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296884","2026-03-08T14:57:16.296887"
"GLOVES GREEN BIG","2169","PCS","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.296946","2026-03-08T14:57:16.296949"
"GLOVES (YELLOW 22"")","2170","PCS","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.297005","2026-03-08T14:57:16.297008"
"WHITE GLOVES","2171","PCS","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.297064","2026-03-08T14:57:16.297067"
"PLASTISOL WHITE","HS 7667","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297123","2026-03-08T14:57:16.297126"
"PLASTISOL BRIGHT WHITE","HS 7668","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297166","2026-03-08T14:57:16.297168"
"PLASTISOL BLACK","HS 7603","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297213","2026-03-08T14:57:16.297216"
"PLASTISOL BRIGHT YELLOW","HS 7604","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297257","2026-03-08T14:57:16.297259"
"PLASTISOL LEMON YELLOW","HS 7605","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297292","2026-03-08T14:57:16.297294"
"PLASTISOL GOLDEN YELLOW","HS 7606","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297325","2026-03-08T14:57:16.297327"
"PLASTISOL BRIGHT RED","HS 7610","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297358","2026-03-08T14:57:16.297360"
"PLASTISOL DOLPHIN ORANGE","HS 7611","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297391","2026-03-08T14:57:16.297393"
"PLASTISOL BRIGHT ORANGE","HS 7612","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297424","2026-03-08T14:57:16.297426"
"PLASTISOL SCARLET RED","HS 7616","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297456","2026-03-08T14:57:16.297458"
"PLASTISOL NATIONAL RED","HS 7617","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297489","2026-03-08T14:57:16.297491"
"PLASTISOL CARDINAL RED","HS 7618","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297521","2026-03-08T14:57:16.297523"
"PLASTISOL MAROON","HS 7619","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297571","2026-03-08T14:57:16.297573"
"PLASTISOL RHODAMINE RED","HS 7620","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297611","2026-03-08T14:57:16.297613"
"PLASTISOL PINK","HS 7621","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297647","2026-03-08T14:57:16.297649"
"PLASTISOL TRUE BLUE","HS 7622","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297684","2026-03-08T14:57:16.297686"
"PLASTISOL BRIGHT ROYL BLUE","HS 7623","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297719","2026-03-08T14:57:16.297721"
"PLASTISOL CONTACT BLUE","HS 7624","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297753","2026-03-08T14:57:16.297755"
"PLASTISOL TURQUOISE BLUE","HS 7625","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297787","2026-03-08T14:57:16.297788"
"PLASTISOL ROYAL BLUE","HS 7626","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297819","2026-03-08T14:57:16.297820"
"PLASTISOL DECON BLUE","HS 7627","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297850","2026-03-08T14:57:16.297852"
"PLASTISOL NAVY BLUE","HS 7628","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297882","2026-03-08T14:57:16.297884"
"PLASTISOL DARK NAVY BLUE","HS 7629","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297918","2026-03-08T14:57:16.297920"
"PLASTISOL VIOLET","HS 7630","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297951","2026-03-08T14:57:16.297953"
"PLASTISOL DALLAS GREEN","HS 7634","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.297986","2026-03-08T14:57:16.297988"
"PLASTISOL KELLY GREEN","HS 7635","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298019","2026-03-08T14:57:16.298021"
"PLASTISOL LIGHT BROWN","HS 7636","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298053","2026-03-08T14:57:16.298055"
"PLASTISOL CHOCKLET BROWN","HS 7637","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298088","2026-03-08T14:57:16.298089"
"PLASTISOL BUFF","HS 7638","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298124","2026-03-08T14:57:16.298126"
"PLASTISOL FLESH","HS 7639","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298159","2026-03-08T14:57:16.298161"
"PLASTISOL KHAKI","HS 7640","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298192","2026-03-08T14:57:16.298194"
"PLASTISOL BRANDYWINE","HS 7641","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298226","2026-03-08T14:57:16.298228"
"PLASTISOL PURPLE","HS 7642","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298260","2026-03-08T14:57:16.298261"
"PLASTISOL PISTA GREEN","HS 7643","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298291","2026-03-08T14:57:16.298293"
"PLASTISOL AQUA","HS 7644","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298323","2026-03-08T14:57:16.298325"
"PLASTISOL SILVER GREY","HS 7645","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298356","2026-03-08T14:57:16.298358"
"PLASTISOL STEEL GREY","HS 7646","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298393","2026-03-08T14:57:16.298395"
"PLASTISOL SPL BASE","HS 7648","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298427","2026-03-08T14:57:16.298429"
"PLASTISOL BASE","HS 7650","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298460","2026-03-08T14:57:16.298462"
"PLASTISOL CURABLE THICKNER","HS 7655","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298494","2026-03-08T14:57:16.298496"
"PLASTISOL HIGH DENSITY OPAQUE","HS 7670","KG","PLASTISOL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298537","2026-03-08T14:57:16.298540"
"LIGHT YELLOW","TPL-101","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298687","2026-03-08T14:57:16.298692"
"MID YELLOW","TPL-102","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298786","2026-03-08T14:57:16.298790"
"MATCH VIOLET","TPL-141","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298856","2026-03-08T14:57:16.298859"
"MATCH TINTING WHITE","TPL-171","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298916","2026-03-08T14:57:16.298919"
"METALIC CLEAR BASE","TPL-195","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.298974","2026-03-08T14:57:16.298978"
"PRINTABLE ADHESIVE","TPL-196","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299042","2026-03-08T14:57:16.299045"
"LIGHT BROWN","TPL-2005","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299110","2026-03-08T14:57:16.299113"
"CHOCKLET BROWN","TPL-2006","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299171","2026-03-08T14:57:16.299174"
"BRIGHT YELLOW","TPL-201","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299236","2026-03-08T14:57:16.299239"
"SCARLET RED","TPL-2011","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299301","2026-03-08T14:57:16.299305"
"CARDINAL RED","TPL-2113","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299373","2026-03-08T14:57:16.299377"
"LITHO WHITE","TPL-1009","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299444","2026-03-08T14:57:16.299448"
"KELLY GREEN","TPL-2114","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299511","2026-03-08T14:57:16.299514"
"BRANDYWINE","TPL-2115","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299577","2026-03-08T14:57:16.299580"
"NATIONAL RED","TPL-2116","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299642","2026-03-08T14:57:16.299646"
"BRIGHT ORANGE","TPL-2121","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299712","2026-03-08T14:57:16.299715"
"DARK NAVY BLUE","TPL-2123","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299773","2026-03-08T14:57:16.299775"
"DALLAS GREEN","TPL-2124","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299835","2026-03-08T14:57:16.299838"
"SKY BLUE","TPL-251","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299893","2026-03-08T14:57:16.299896"
"ROYAL BLUE","TPL-252","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.299955","2026-03-08T14:57:16.299959"
"NAVY BLUE","TPL-255","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300021","2026-03-08T14:57:16.300024"
"TURQUOISE BLUE","TPL-257","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300088","2026-03-08T14:57:16.300092"
"OPAQUE WHITE","TPL-271","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300153","2026-03-08T14:57:16.300157"
"BRILLIANT WHITE","TPL-272","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300218","2026-03-08T14:57:16.300222"
"LITHO BACKUP WHITE","TPL-276","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300304","2026-03-08T14:57:16.300308"
"DENSE BLACK","TPL-281","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300380","2026-03-08T14:57:16.300384"
"FLOUROSCENT LN. YELLOW","TPL-501","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300448","2026-03-08T14:57:16.300451"
"FLOUROSCENT GN YELLOW","TPL-502","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300513","2026-03-08T14:57:16.300516"
"FLOUROSCENT ORANGE","TPL-511","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300576","2026-03-08T14:57:16.300580"
"FLOUROSCENT RED","TPL-521","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300639","2026-03-08T14:57:16.300642"
"FLOUROSCENT MAJENTHA","TPL-531","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300696","2026-03-08T14:57:16.300699"
"FLOUROSCENT GREEN","TPL-561","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300764","2026-03-08T14:57:16.300768"
"FLOUROSCENT CURABLE REDUCER","TPL-901","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300827","2026-03-08T14:57:16.300830"
"TEXOPLAST TPL WHITE","TPL-1015","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300892","2026-03-08T14:57:16.300895"
"USA TRANSFER GEL","TPL1002","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.300960","2026-03-08T14:57:16.300964"
"DECAN BLUE","TPL-2125","KG","TPL","MICRO-INKS","null","null","0","True","Sreeram","2026-03-08T14:57:16.301027","2026-03-08T14:57:16.301031"
"100 MICRON FILM","2172","SHEET","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.301095","2026-03-08T14:57:16.301099"
"150 MICRON FILM","2173","SHEET","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.301158","2026-03-08T14:57:16.301161"
"200 MICRON FILM","2174","SHEET","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.301224","2026-03-08T14:57:16.301227"
"250 MICRON FILM","2175","SHEET","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.301285","2026-03-08T14:57:16.301288"
"300 MICRON FILM","2176","SHEET","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.301344","2026-03-08T14:57:16.301348"
"400 MICRON FILM ","2177","SHEET","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.301405","2026-03-08T14:57:16.301408"
"50 MICRON FILM","2178","SHEET","PRINTING ADD ON","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.301463","2026-03-08T14:57:16.301467"
"YELLOW GGP","2179","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.301522","2026-03-08T14:57:16.301526"
"YELLOW RMP (Golden)","2180","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.301581","2026-03-08T14:57:16.301584"
"ORANGE KCG","2181","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.301636","2026-03-08T14:57:16.301638"
"RED KC BG (DARK RED)","2182","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.301699","2026-03-08T14:57:16.301703"
"RED GRE","2183","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.301766","2026-03-08T14:57:16.301769"
"VIOLET KCB","2184","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.301832","2026-03-08T14:57:16.301836"
"NAVY BLUE KCB","2185","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.301894","2026-03-08T14:57:16.301898"
"TURQUOISE BLUE KCBD","2186","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.301960","2026-03-08T14:57:16.301963"
"BLUE KB","2187","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.302025","2026-03-08T14:57:16.302029"
"GREEN KC G","2188","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.302089","2026-03-08T14:57:16.302093"
"BLACK KCG","2189","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.302149","2026-03-08T14:57:16.302153"
"BLACK KCNG","2190","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.302213","2026-03-08T14:57:16.302216"
"RED VIOLET","2191","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.302294","2026-03-08T14:57:16.302298"
"RUBINE RED","2192","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.302369","2026-03-08T14:57:16.302372"
"BLACK KC HFT","2193","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.302439","2026-03-08T14:57:16.302442"
"ORANGE KC RR","2194","KG","W/B","IMPERON","null","null","0","True","Sreeram","2026-03-08T14:57:16.302505","2026-03-08T14:57:16.302509"
"SILICON SUEDE WHITE A","2195","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.302792","2026-03-08T14:57:16.302798"
"SILICON SUEDE WHITE CATALYST B","2196","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303032","2026-03-08T14:57:16.303040"
"SILICON TRANSCLEAR A ","2197","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303226","2026-03-08T14:57:16.303231"
"SILICON TRANSCLEAR CATALYST B","2198","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303321","2026-03-08T14:57:16.303324"
"SILICON SUEDE 600 A","2199","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303392","2026-03-08T14:57:16.303395"
"SILICON SUEDE 600 CATALYST B","2200","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303456","2026-03-08T14:57:16.303459"
"EMBOSSING SILICON (BILL 10% CATALYST)","2201","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303500","2026-03-08T14:57:16.303502"
"SILICON 2% HD","2202","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303539","2026-03-08T14:57:16.303541"
"SILICON 2% GLOSSY","2203","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303576","2026-03-08T14:57:16.303578"
"(RG 2611) SILICON FOAM","2204","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303613","2026-03-08T14:57:16.303615"
"SILICON 3% HD","2205","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303649","2026-03-08T14:57:16.303652"
"DIPPING SILICON (SHINING)","2206","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303769","2026-03-08T14:57:16.303772"
"SL-SP1807 MIRACLE SILAN","2207","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.303973","2026-03-08T14:57:16.303977"
"SILICON COLOUR PIGMENTS","2208","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304022","2026-03-08T14:57:16.304024"
"SILICON (VIOLET) COLOURS","2209","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304063","2026-03-08T14:57:16.304065"
"SI-601 MOULDING SILICON (10% CATALYST)","2210","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304103","2026-03-08T14:57:16.304105"
"SILICON THICKENER","2211","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304141","2026-03-08T14:57:16.304143"
"SILICON MT BASE (STICKER)","2212","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304183","2026-03-08T14:57:16.304186"
"SILICON HOT MELT POWDER","2213","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304241","2026-03-08T14:57:16.304244"
"HD POWDER (AD – Big) (AF – Small)","2214","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304306","2026-03-08T14:57:16.304309"
"TRANSFER FILM (100 GSM)","2215","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304378","2026-03-08T14:57:16.304381"
"TRANSFER FILM (100 GSM) (1188, 1183)","2216","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304438","2026-03-08T14:57:16.304441"
"FIBER HIDING SILICON","2217","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304502","2026-03-08T14:57:16.304506"
"HORSE RIDING SILICON","2218","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304552","2026-03-08T14:57:16.304554"
"SILICON REDUCER/THINNER","2219","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304607","2026-03-08T14:57:16.304610"
"CROSS LINKER SILICONE (BILL 10% OR 5% CATALYST @ 3500)","2220","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304671","2026-03-08T14:57:16.304674"
"SILICON HOT MELT GLUE","2221","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304742","2026-03-08T14:57:16.304745"
"MATT SILICON (2% CATALYST) (HALF MATT)","2222","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304805","2026-03-08T14:57:16.304808"
"FULL MATT DIPPING SILICON","2223","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304896","2026-03-08T14:57:16.304899"
"B2 2% HD SILICON","2224","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.304963","2026-03-08T14:57:16.304966"
"B2 GLOSSY SILICON","2225","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305030","2026-03-08T14:57:16.305033"
"B2 CROSS LINKER SILICONE (BILL 10% CATALYST @ 3500)","2226","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305100","2026-03-08T14:57:16.305103"
"B2 HOT MELT POWDER","2227","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305251","2026-03-08T14:57:16.305259"
"SILICON HOT MELT GLUE REDUCER","2228","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305374","2026-03-08T14:57:16.305377"
"WATERPROOF SILICON (BILL 10% CATALYST)","2229","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305437","2026-03-08T14:57:16.305439"
"CONDUCTIVE SILICONE","2230","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305488","2026-03-08T14:57:16.305491"
"ANTI-MIGRATION SILICONE","2231","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305615","2026-03-08T14:57:16.305620"
"SILICONE WATER THINNER NEW","2232","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305690","2026-03-08T14:57:16.305694"
"SILICONE ROUND CORNER","2233","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305754","2026-03-08T14:57:16.305757"
"SILICON CATALYST","2234","KG","SILICONE","-","null","null","0","True","Sreeram","2026-03-08T14:57:16.305816","2026-03-08T14:57:16.305819"
